community,community_area,population,category,description,total20,total19,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
Burnside,47,3000,Misc Non-Index Offense,OTHER CRIME INVOLVING PROPERTY,0,0,1,1,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,33.3,33.3,0,0,33.3,33.3,10
Burnside,47,3000,Misc Non-Index Offense,OTHER OFFENSE,0,1,0,0,2,0,0,0,0,2,0.7,-100,-100,NA,-100,33.3,0,0,0,66.7,0,0,0,23.3
Burnside,47,3000,Misc Non-Index Offense,OTHER VEHICLE OFFENSE,2,3,0,2,1,2,0,0,0,3,1,-100,-100,NA,-100,100,66.7,0,66.7,33.3,66.7,0,0,33.3
Burnside,47,3000,Misc Non-Index Offense,OTHER WEAPONS VIOLATION,0,0,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,0,0,0,33.3,0,10
Burnside,47,3000,Misc Non-Index Offense,SEX OFFENDER - FAIL TO REGISTER,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,33.3,0,0,0,0,0,0
Burnside,47,3000,Misc Non-Index Offense,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,0,0,0,0,1,1,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,33.3,33.3,0,0,23.3
Burnside,47,3000,Misc Non-Index Offense,SEX OFFENDER: FAIL REG NEW ADD,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,0,0,0,0,0,0,0,0
Burnside,47,3000,Misc Non-Index Offense,TELEPHONE THREAT,6,6,7,4,3,13,6,2,7,22,7.3,0,16.7,16.7,-4,200,200,233.3,133.3,100,433.3,200,233.3,243.3
Burnside,47,3000,Misc Non-Index Offense,TO LAND,1,1,1,1,5,6,2,1,1,13,4.3,100,0,-50,-77,33.3,33.3,33.3,33.3,166.7,200,66.7,33.3,143.3
Burnside,47,3000,Misc Non-Index Offense,TO RESIDENCE,2,4,2,2,1,3,0,0,0,4,1.3,-100,-100,NA,-100,133.3,66.7,66.7,66.7,33.3,100,0,0,43.3
Burnside,47,3000,Misc Non-Index Offense,TO STATE SUP LAND,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,0,0,0,0,0,0,0,0
Burnside,47,3000,Misc Non-Index Offense,TO VEHICLE,2,1,1,0,1,0,0,0,0,1,0.3,-100,-100,NA,-100,33.3,66.7,33.3,0,33.3,0,0,0,10
Burnside,47,3000,Misc Non-Index Offense,UNLAWFUL RESTRAINT,1,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,33.3,0,0,0,0,0,0,0
Burnside,47,3000,Misc Non-Index Offense,VEHICLE TITLE / REGISTRATION OFFENSE,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,33.3,33.3,10
Burnside,47,3000,Misc Non-Index Offense,VEHICLE TITLE/REG OFFENSE,0,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,66.7,0,0,0,0,0,0,0,0
Burnside,47,3000,Misc Non-Index Offense,VIOLATE ORDER OF PROTECTION,3,8,3,10,11,6,3,0,0,20,6.7,-62.5,-100,-100,-100,266.7,100,100,333.3,366.7,200,100,0,223.3
Burnside,47,3000,Misc Non-Index Offense,VIOLATION OF CIVIL NO CONTACT ORDER,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,33.3,0,0,0,10
Burnside,47,3000,Misc Non-Index Offense,VIOLATION OF STALKING NO CONTACT ORDER,0,0,0,0,1,0,1,0,1,2,0.7,NA,NA,0,43,0,0,0,0,33.3,0,33.3,33.3,23.3
Burnside,47,3000,Misc Non-Index Offense,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,0,0,0,0,0,0,0,0
Burnside,47,3000,Motor Vehicle Theft,ATTEMPT - AUTOMOBILE,0,0,0,11,8,1,1,0,1,10,3.3,NA,NA,0,-70,0,0,0,366.7,266.7,33.3,33.3,33.3,110
Burnside,47,3000,Motor Vehicle Theft,AUTOMOBILE,13,7,21,22,39,23,18,7,22,80,26.7,157.1,214.3,22.2,-18,233.3,433.3,700,733.3,1300,766.7,600,733.3,890
Burnside,47,3000,Motor Vehicle Theft,"CYCLE, SCOOTER, BIKE WITH VIN",0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,33.3,0,0,0,0,0
Burnside,47,3000,Motor Vehicle Theft,THEFT / RECOVERY - AUTOMOBILE,1,0,1,3,2,3,3,0,3,8,2.7,NA,NA,0,11,0,33.3,33.3,100,66.7,100,100,100,90
Burnside,47,3000,Motor Vehicle Theft,THEFT/RECOVERY: AUTOMOBILE,0,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,66.7,0,0,0,0,0,0,0,0
Burnside,47,3000,Motor Vehicle Theft,"TRUCK, BUS, MOTOR HOME",0,0,0,0,0,0,2,0,2,2,0.7,NA,NA,0,186,0,0,0,0,0,0,66.7,66.7,23.3
Burnside,47,3000,Murder,FIRST DEGREE MURDER,2,0,0,1,1,0,2,0,2,3,1,NA,NA,0,100,0,66.7,0,33.3,33.3,0,66.7,66.7,33.3
Burnside,47,3000,Offenses Against Family,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,1,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,33.3,0,0,0,33.3,0,0,10
Burnside,47,3000,Offenses Against Family,CHILD ABDUCTION,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,0,0,0,0,0,0,0,0
Burnside,47,3000,Offenses Against Family,CHILD ABUSE,1,2,3,2,1,2,0,0,0,3,1,-100,-100,NA,-100,66.7,33.3,100,66.7,33.3,66.7,0,0,33.3
Burnside,47,3000,Offenses Against Family,CONTRIBUTE TO THE DELINQUENCY OF CHILD,0,0,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,0,0,0,33.3,0,10
Burnside,47,3000,Offenses Against Family,CRIM SEX ABUSE BY FAM MEMBER,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,0,0,0,0,0,0,0,0
Burnside,47,3000,Prostitution,SEXUAL EXPLOITATION OF A CHILD,0,0,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,0,0,0,33.3,0,10
Burnside,47,3000,Robbery,AGGRAVATED,2,0,0,0,0,3,0,0,0,3,1,NA,NA,NA,-100,0,66.7,0,0,0,100,0,0,33.3
Burnside,47,3000,Robbery,AGGRAVATED VEHICULAR HIJACKING,0,0,5,2,2,1,0,0,0,3,1,NA,NA,NA,-100,0,0,166.7,66.7,66.7,33.3,0,0,33.3
Burnside,47,3000,Robbery,ARMED - HANDGUN,6,1,7,0,3,7,6,1,6,16,5.3,500,500,0,13,33.3,200,233.3,0,100,233.3,200,200,176.7
Burnside,47,3000,Robbery,ARMED - OTHER FIREARM,0,0,0,0,0,0,2,0,1,2,0.7,NA,NA,-50,43,0,0,0,0,0,0,66.7,33.3,23.3
Burnside,47,3000,Robbery,ARMED: HANDGUN,0,9,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,300,0,0,0,0,0,0,0,0
Burnside,47,3000,Robbery,ARMED: OTHER FIREARM,0,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,100,0,0,0,0,0,0,0,0
Burnside,47,3000,Robbery,ATTEMPT ARMED - HANDGUN,0,0,0,0,1,1,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,33.3,33.3,0,0,23.3
Burnside,47,3000,Robbery,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,33.3,33.3,10
Burnside,47,3000,Robbery,ATTEMPT: ARMED-HANDGUN,0,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,100,0,0,0,0,0,0,0,0
Burnside,47,3000,Robbery,STRONG ARM - NO WEAPON,1,0,3,2,0,1,1,0,1,2,0.7,NA,NA,0,43,0,33.3,100,66.7,0,33.3,33.3,33.3,23.3
Burnside,47,3000,Robbery,STRONGARM - NO WEAPON,0,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,100,0,0,0,0,0,0,0,0
Burnside,47,3000,Simple Assault,AGG PO HANDS NO/MIN INJURY,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,0,0,0,0,0,0,0,0
Burnside,47,3000,Simple Assault,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",0,0,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,0,0,0,33.3,0,10
Burnside,47,3000,Simple Assault,CYBERSTALKING,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,33.3,0,0,10
Burnside,47,3000,Simple Assault,PRO EMP HANDS NO/MIN INJURY,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,33.3,0,0,0,0,0,0,0
Burnside,47,3000,Simple Assault,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",1,0,0,0,1,0,1,0,1,2,0.7,NA,NA,0,43,0,33.3,0,0,33.3,0,33.3,33.3,23.3
Burnside,47,3000,Simple Assault,SIMPLE,19,19,21,30,21,16,16,2,16,53,17.7,-15.8,-15.8,0,-10,633.3,633.3,700,1000,700,533.3,533.3,533.3,590
Burnside,47,3000,Simple Battery,AGG PO HANDS NO/MIN INJURY,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,0,0,0,0,0,0,0,0
Burnside,47,3000,Simple Battery,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",1,0,1,0,1,1,0,0,0,2,0.7,NA,NA,NA,-100,0,33.3,33.3,0,33.3,33.3,0,0,23.3
Burnside,47,3000,Simple Battery,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",2,0,0,0,0,1,1,0,1,2,0.7,NA,NA,0,43,0,66.7,0,0,0,33.3,33.3,33.3,23.3
Burnside,47,3000,Simple Battery,DOMESTIC BATTERY SIMPLE,34,40,40,28,28,27,19,7,22,74,24.7,-52.5,-45,15.8,-11,1333.3,1133.3,1333.3,933.3,933.3,900,633.3,733.3,823.3
Burnside,47,3000,Simple Battery,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",0,0,1,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,33.3,0,0,0,33.3,0,10
Burnside,47,3000,Simple Battery,SIMPLE,11,13,16,6,4,11,17,2,14,32,10.7,30.8,7.7,-17.6,31,433.3,366.7,533.3,200,133.3,366.7,566.7,466.7,356.7
Burnside,47,3000,Stolen Property,STOLEN PROPERTY BUY / RECEIVE / POSSESS,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,33.3,0,0,0,0,0,0
Burnside,47,3000,Theft,$500 AND UNDER,22,22,12,27,23,18,21,2,21,62,20.7,-4.5,-4.5,0,1,733.3,733.3,400,900,766.7,600,700,700,690
Burnside,47,3000,Theft,DELIVERY CONTAINER THEFT,0,0,0,0,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,0,0,0,0,33.3,33.3,0,23.3
Burnside,47,3000,Theft,FROM BUILDING,2,7,3,4,6,0,1,1,2,7,2.3,-85.7,-71.4,100,-13,233.3,66.7,100,133.3,200,0,33.3,66.7,76.7
Burnside,47,3000,Theft,POCKET-PICKING,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,33.3,66.7,0,0,0,0,0,0
Burnside,47,3000,Theft,PURSE-SNATCHING,0,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,66.7,0,0,0,0,0,0,0,0
Burnside,47,3000,Theft,RETAIL THEFT,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,33.3,0,0,10
Burnside,47,3000,Theft,THEFT FROM MOTOR VEHICLE,0,0,0,0,0,1,7,0,7,8,2.7,NA,NA,0,159,0,0,0,0,0,33.3,233.3,233.3,90
Burnside,47,3000,Theft Over $500,OVER $500,14,11,12,32,13,11,18,3,20,42,14,63.6,81.8,11.1,43,366.7,466.7,400,1066.7,433.3,366.7,600,666.7,466.7
Burnside,47,3000,Vandalism,TO CITY OF CHICAGO PROPERTY,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,33.3,0,0,10
Burnside,47,3000,Vandalism,TO PROPERTY,38,32,36,24,23,30,13,6,17,66,22,-59.4,-46.9,30.8,-23,1066.7,1266.7,1200,800,766.7,1000,433.3,566.7,733.3
Burnside,47,3000,Vandalism,TO VEHICLE,34,18,19,29,25,12,15,3,16,52,17.3,-16.7,-11.1,6.7,-8,600,1133.3,633.3,966.7,833.3,400,500,533.3,576.7
Burnside,47,3000,Weapons Violation,OTHER,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,33.3,33.3,0,0,0,0,0
Burnside,47,3000,Weapons Violation,RECKLESS FIREARM DISCHARGE,0,1,0,1,1,0,1,0,1,2,0.7,0,0,0,43,33.3,0,0,33.3,33.3,0,33.3,33.3,23.3
Burnside,47,3000,Weapons Violation,UNLAWFUL POSS OF HANDGUN,0,12,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,400,0,0,0,0,0,0,0,0
Burnside,47,3000,Weapons Violation,UNLAWFUL POSSESSION - AMMUNITION,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,33.3,0,0,10
Burnside,47,3000,Weapons Violation,UNLAWFUL POSSESSION - HANDGUN,7,0,7,6,8,5,4,0,3,17,5.7,NA,NA,-25,-47,0,233.3,233.3,200,266.7,166.7,133.3,100,190
Burnside,47,3000,Weapons Violation,UNLAWFUL POSSESSION - OTHER FIREARM,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,33.3,33.3,10
Burnside,47,3000,Weapons Violation,UNLAWFUL USE - HANDGUN,2,1,3,3,2,0,0,0,0,2,0.7,-100,-100,NA,-100,33.3,66.7,100,100,66.7,0,0,0,23.3
Burnside,47,3000,Weapons Violation,UNLAWFUL USE - OTHER FIREARM,10,0,7,10,16,9,1,1,2,26,8.7,NA,NA,100,-77,0,333.3,233.3,333.3,533.3,300,33.3,66.7,290
Burnside,47,3000,Weapons Violation,UNLAWFUL USE HANDGUN,0,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,66.7,0,0,0,0,0,0,0,0
Burnside,47,3000,Weapons Violation,UNLAWFUL USE OTHER FIREARM,1,5,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,166.7,33.3,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Assault,AGG PRO.EMP:KNIFE/CUTTING INST,0,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,12.5,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED - HANDGUN,17,0,22,17,21,15,18,3,15,54,18,NA,NA,-16.7,-17,0,106.3,137.5,106.3,131.2,93.8,112.5,93.8,112.5
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,6,0,2,11,8,4,2,2,4,14,4.7,NA,NA,100,-15,0,37.5,12.5,68.8,50,25,12.5,25,29.4
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2,0,4,5,5,8,4,1,3,17,5.7,NA,NA,-25,-47,0,12.5,25,31.2,31.2,50,25,18.8,35.6
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED - OTHER FIREARM,0,0,1,2,0,1,1,0,1,2,0.7,NA,NA,0,43,0,0,6.2,12.5,0,6.2,6.2,6.2,4.4
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED POLICE OFFICER - HANDGUN,0,0,1,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,6.2,6.2,0,6.2,0,0,1.9
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,6.2,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,0,0,0,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,6.2,0,6.2,0,0,1.9
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,6.2,0,0,1.9
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED: HANDGUN,1,7,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,43.8,6.2,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED: OTHER DANG WEAPON,0,5,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,31.2,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Assault,AGGRAVATED:KNIFE/CUTTING INSTR,0,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,12.5,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Battery,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",2,0,1,2,4,2,1,0,1,7,2.3,NA,NA,0,-57,0,12.5,6.2,12.5,25,12.5,6.2,6.2,14.4
Mckinley Park,59,16000,Aggravated Battery,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",0,0,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,0,0,0,6.2,0,1.9
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED - HANDGUN,9,0,6,8,10,4,2,2,4,16,5.3,NA,NA,100,-25,0,56.2,37.5,50,62.5,25,12.5,25,33.1
Mckinley Park,59,16000,Aggravated Battery,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",0,0,2,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,12.5,0,0,0,6.2,6.2,1.9
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,1,0,2,1,2,5,3,1,4,10,3.3,NA,NA,33.3,21,0,6.2,12.5,6.2,12.5,31.2,18.8,25,20.6
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED - OTHER DANGEROUS WEAPON,3,0,6,7,7,6,5,1,5,18,6,NA,NA,0,-17,0,18.8,37.5,43.8,43.8,37.5,31.2,31.2,37.5
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED - OTHER FIREARM,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,6.2,0,0,0,1.9
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,1,0,1,0,1,1,1,0,1,3,1,NA,NA,0,0,0,6.2,6.2,0,6.2,6.2,6.2,6.2,6.2
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,0,0,5,0,3,1,3,1,3,7,2.3,NA,NA,0,30,0,0,31.2,0,18.8,6.2,18.8,18.8,14.4
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,0,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,18.8,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,6.2,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,6.2,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED OF A CHILD,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,6.2,6.2,1.9
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED OF A SENIOR CITIZEN,0,0,3,3,6,3,4,0,3,13,4.3,NA,NA,-25,-30,0,0,18.8,18.8,37.5,18.8,25,18.8,26.9
Mckinley Park,59,16000,Aggravated Battery,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,6.2,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED PO: OTHER DANG WEAP,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,6.2,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,0,0,0,2,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,12.5,0,6.2,0,0,1.9
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,12.5,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED: HANDGUN,0,5,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,31.2,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Aggravated Battery,AGGRAVATED: OTHER DANG WEAPON,0,7,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,43.8,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Arson,AGGRAVATED,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,6.2,0,0,0,0,0,0,0
Mckinley Park,59,16000,Arson,ATTEMPT ARSON,0,0,0,0,1,0,0,1,1,1,0.3,NA,NA,NA,233,0,0,0,0,6.2,0,0,6.2,1.9
Mckinley Park,59,16000,Arson,BY FIRE,2,1,0,0,4,2,3,1,4,9,3,200,300,33.3,33,6.2,12.5,0,0,25,12.5,18.8,25,18.8
Mckinley Park,59,16000,Burglary,ATTEMPT FORCIBLE ENTRY,2,4,1,2,5,1,10,0,6,16,5.3,150,50,-40,13,25,12.5,6.2,12.5,31.2,6.2,62.5,37.5,33.1
Mckinley Park,59,16000,Burglary,BURGLARY FROM MOTOR VEHICLE,0,0,0,0,0,4,14,4,16,18,6,NA,NA,14.3,167,0,0,0,0,0,25,87.5,100,37.5
Mckinley Park,59,16000,Burglary,FORCIBLE ENTRY,15,35,16,19,29,31,20,7,24,80,26.7,-42.9,-31.4,20,-10,218.8,93.8,100,118.8,181.2,193.8,125,150,166.9
Mckinley Park,59,16000,Burglary,HOME INVASION,1,1,2,0,1,0,2,0,1,3,1,100,0,-50,0,6.2,6.2,12.5,0,6.2,0,12.5,6.2,6.2
Mckinley Park,59,16000,Burglary,UNLAWFUL ENTRY,9,11,7,12,11,14,7,0,7,32,10.7,-36.4,-36.4,0,-35,68.8,56.2,43.8,75,68.8,87.5,43.8,43.8,66.9
Mckinley Park,59,16000,Criminal Sexual Abuse,AGG CRIMINAL SEXUAL ABUSE,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,6.2,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Abuse,AGGRAVATED CRIMINAL SEXUAL ABUSE,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,6.2,0,0,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Abuse,ATTEMPT CRIMINAL SEXUAL ABUSE,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,6.2,0,0,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Abuse,CHILD PORNOGRAPHY,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,6.2,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Abuse,CRIMINAL SEXUAL ABUSE,0,1,3,0,1,0,1,0,1,2,0.7,0,0,0,43,6.2,0,18.8,0,6.2,0,6.2,6.2,4.4
Mckinley Park,59,16000,Criminal Sexual Abuse,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,3,0,0,1,0,1,0,1,1,1,0.3,NA,NA,NA,233,0,18.8,0,6.2,0,6.2,0,6.2,1.9
Mckinley Park,59,16000,Criminal Sexual Abuse,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,6.2,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Abuse,OTHER,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,6.2,0,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Abuse,PUBLIC INDECENCY,0,3,0,0,1,0,1,1,2,2,0.7,-66.7,-33.3,100,186,18.8,0,0,0,6.2,0,6.2,12.5,4.4
Mckinley Park,59,16000,Criminal Sexual Abuse,SALE / DISTRIBUTE OBSCENE MATERIAL TO MINOR,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,6.2,0,0,0,1.9
Mckinley Park,59,16000,Criminal Sexual Assault,AGG SEX ASSLT OF CHILD FAM MBR,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,6.2,0,0,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Assault,AGGRAVATED - HANDGUN,0,0,0,0,1,0,1,0,1,2,0.7,NA,NA,0,43,0,0,0,0,6.2,0,6.2,6.2,4.4
Mckinley Park,59,16000,Criminal Sexual Assault,AGGRAVATED - OTHER,1,1,1,0,2,3,0,0,0,5,1.7,-100,-100,NA,-100,6.2,6.2,6.2,0,12.5,18.8,0,0,10.6
Mckinley Park,59,16000,Criminal Sexual Assault,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,6.2,0,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Assault,AGGRAVATED: OTHER,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,6.2,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Assault,ATTEMPT AGGRAVATED - OTHER,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,6.2,6.2,1.9
Mckinley Park,59,16000,Criminal Sexual Assault,ATTEMPT NON-AGGRAVATED,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,6.2,0,0,0,1.9
Mckinley Park,59,16000,Criminal Sexual Assault,NON-AGGRAVATED,2,2,4,5,4,3,7,0,5,14,4.7,250,150,-28.6,6,12.5,12.5,25,31.2,25,18.8,43.8,31.2,29.4
Mckinley Park,59,16000,Criminal Sexual Assault,PREDATORY,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,6.2,0,6.2,0,0,0,0,0
Mckinley Park,59,16000,Criminal Sexual Assault,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,6.2,0,6.2,0,0,0,0,0
