community,community_area,population,category,total19,total20,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
Mckinley Park,59,16000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Forgery & Counterfeiting,4,5,5,10,4,6,6,0,6,16,5.3,50,50,0,13,25,31.2,31.2,62.5,25,37.5,37.5,37.5,33.1
Mckinley Park,59,16000,Fraud,58,65,61,45,32,45,65,5,61,142,47.3,12.1,5.2,-6.2,29,362.5,406.2,381.2,281.2,200,281.2,406.2,381.2,295.6
Mckinley Park,59,16000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Human Trafficking,0,0,0,0,0,1,1,0,1,2,0.7,NA,NA,0,43,0,0,0,0,0,6.2,6.2,6.2,4.4
Mckinley Park,59,16000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Liquor License,0,0,2,1,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,0,12.5,6.2,0,6.2,6.2,0,4.4
Mckinley Park,59,16000,Misc Non-Index Offense,80,55,57,62,67,71,98,7,100,236,78.7,22.5,25,2,27,500,343.8,356.2,387.5,418.8,443.7,612.5,625,491.9
Mckinley Park,59,16000,Motor Vehicle Theft,25,30,36,60,103,79,57,6,56,239,79.7,128,124,-1.8,-30,156.2,187.5,225,375,643.8,493.8,356.2,350,498.1
Mckinley Park,59,16000,Murder,1,4,3,5,0,2,1,0,1,3,1,0,0,0,0,6.2,25,18.8,31.2,0,12.5,6.2,6.2,6.2
Mckinley Park,59,16000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Mckinley Park,59,16000,Offenses Against Family,4,5,3,1,2,1,1,0,1,4,1.3,-75,-75,0,-23,25,31.2,18.8,6.2,12.5,6.2,6.2,6.2,8.1
Mckinley Park,59,16000,Prostitution,1,1,0,0,1,0,1,1,2,2,0.7,0,100,100,186,6.2,6.2,0,0,6.2,0,6.2,12.5,4.4
Mckinley Park,59,16000,Robbery,23,25,26,29,61,48,19,0,14,128,42.7,-17.4,-39.1,-26.3,-67,143.8,156.2,162.5,181.2,381.2,300,118.8,87.5,266.9
Mckinley Park,59,16000,Simple Assault,35,41,50,63,55,60,52,5,54,167,55.7,48.6,54.3,3.8,-3,218.8,256.2,312.5,393.8,343.8,375,325,337.5,348.1
Mckinley Park,59,16000,Simple Battery,91,110,98,120,122,129,121,10,120,372,124,33,31.9,-0.8,-3,568.8,687.5,612.5,750,762.5,806.2,756.2,750,775
Mckinley Park,59,16000,Stolen Property,0,1,0,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,6.2,0,6.2,0,6.2,0,0,1.9
Mckinley Park,59,16000,Theft,169,102,89,144,185,260,228,17,217,673,224.3,34.9,28.4,-4.8,-3,1056.2,637.5,556.2,900,1156.2,1625,1425,1356.2,1401.9
Mckinley Park,59,16000,Theft Over $500,65,40,50,71,72,71,49,3,47,192,64,-24.6,-27.7,-4.1,-27,406.2,250,312.5,443.7,450,443.7,306.2,293.8,400
Mckinley Park,59,16000,Vandalism,125,125,96,102,104,99,91,1,85,294,98,-27.2,-32,-6.6,-13,781.2,781.2,600,637.5,650,618.8,568.8,531.2,612.5
Mckinley Park,59,16000,Weapons Violation,30,44,35,43,27,28,19,0,16,74,24.7,-36.7,-46.7,-15.8,-35,187.5,275,218.8,268.8,168.8,175,118.8,100,154.4
Lake View,6,103000,Aggravated Assault,69,45,66,70,70,71,53,2,51,194,64.7,-23.2,-26.1,-3.8,-21,67,43.7,64.1,68,68,68.9,51.5,49.5,62.8
Lake View,6,103000,Aggravated Battery,82,51,73,78,85,110,86,4,83,281,93.7,4.9,1.2,-3.5,-11,79.6,49.5,70.9,75.7,82.5,106.8,83.5,80.6,91
Lake View,6,103000,Arson,8,9,4,6,5,1,1,0,1,7,2.3,-87.5,-87.5,0,-57,7.8,8.7,3.9,5.8,4.9,1,1,1,2.2
Lake View,6,103000,Burglary,237,201,194,203,226,299,319,17,305,844,281.3,34.6,28.7,-4.4,8,230.1,195.1,188.3,197.1,219.4,290.3,309.7,296.1,273.1
Lake View,6,103000,Criminal Sexual Abuse,37,16,25,39,35,36,43,0,39,114,38,16.2,5.4,-9.3,3,35.9,15.5,24.3,37.9,34,35,41.7,37.9,36.9
Lake View,6,103000,Criminal Sexual Assault,62,33,50,62,57,66,58,5,57,181,60.3,-6.5,-8.1,-1.7,-5,60.2,32,48.5,60.2,55.3,64.1,56.3,55.3,58.5
Lake View,6,103000,Disorderly Conduct,31,19,17,18,24,27,16,1,17,67,22.3,-48.4,-45.2,6.2,-24,30.1,18.4,16.5,17.5,23.3,26.2,15.5,16.5,21.7
Lake View,6,103000,Drug Abuse,24,10,7,14,14,20,23,3,20,57,19,-4.2,-16.7,-13,5,23.3,9.7,6.8,13.6,13.6,19.4,22.3,19.4,18.4
Lake View,6,103000,Embezzlement,3,2,0,2,1,3,0,0,0,4,1.3,-100,-100,NA,-100,2.9,1.9,0,1.9,1,2.9,0,0,1.3
Lake View,6,103000,Forgery & Counterfeiting,53,29,24,99,82,37,19,1,13,138,46,-64.2,-75.5,-31.6,-72,51.5,28.2,23.3,96.1,79.6,35.9,18.4,12.6,44.7
Lake View,6,103000,Fraud,741,630,605,555,666,672,601,37,592,1939,646.3,-18.9,-20.1,-1.5,-8,719.4,611.7,587.4,538.8,646.6,652.4,583.5,574.8,627.5
Lake View,6,103000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lake View,6,103000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lake View,6,103000,Involuntary Manslaughter,0,0,1,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,1,0,1,0,0,0,0.3
Lake View,6,103000,Liquor License,16,9,5,9,14,5,8,0,8,27,9,-50,-50,0,-11,15.5,8.7,4.9,8.7,13.6,4.9,7.8,7.8,8.7
Lake View,6,103000,Misc Non-Index Offense,452,333,339,394,419,449,424,28,414,1292,430.7,-6.2,-8.4,-2.4,-4,438.8,323.3,329.1,382.5,406.8,435.9,411.7,401.9,418.2
Lake View,6,103000,Motor Vehicle Theft,172,245,220,390,540,440,289,17,281,1269,423,68,63.4,-2.8,-34,167,237.9,213.6,378.6,524.3,427.2,280.6,272.8,410.7
Lake View,6,103000,Murder,2,0,1,2,2,2,0,0,0,4,1.3,-100,-100,NA,-100,1.9,0,1,1.9,1.9,1.9,0,0,1.3
Lake View,6,103000,Obscenity,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,1,0,0,0.3
Lake View,6,103000,Offenses Against Family,10,4,3,4,6,3,4,0,4,13,4.3,-60,-60,0,-7,9.7,3.9,2.9,3.9,5.8,2.9,3.9,3.9,4.2
Lake View,6,103000,Prostitution,0,1,1,1,0,2,1,0,1,3,1,NA,NA,0,0,0,1,1,1,0,1.9,1,1,1
Lake View,6,103000,Robbery,159,149,214,205,199,204,157,11,156,560,186.7,-1.3,-1.9,-0.6,-16,154.4,144.7,207.8,199,193.2,198.1,152.4,151.5,181.3
Lake View,6,103000,Simple Assault,239,191,230,238,255,280,285,19,286,820,273.3,19.2,19.7,0.4,5,232,185.4,223.3,231.1,247.6,271.8,276.7,277.7,265.3
Lake View,6,103000,Simple Battery,720,397,578,692,702,757,670,39,665,2129,709.7,-6.9,-7.6,-0.7,-6,699,385.4,561.2,671.8,681.6,735,650.5,645.6,689
Lake View,6,103000,Stolen Property,0,0,0,1,0,3,3,0,3,6,2,NA,NA,0,50,0,0,0,1,0,2.9,2.9,2.9,1.9
Lake View,6,103000,Theft,1931,1267,1226,1544,1741,1986,1806,116,1771,5533,1844.3,-6.5,-8.3,-1.9,-4,1874.8,1230.1,1190.3,1499,1690.3,1928.2,1753.4,1719.4,1790.6
Lake View,6,103000,Theft Over $500,504,351,458,727,851,774,643,23,621,2268,756,27.6,23.2,-3.4,-18,489.3,340.8,444.7,705.8,826.2,751.5,624.3,602.9,734
Lake View,6,103000,Vandalism,425,301,397,475,547,531,426,29,436,1504,501.3,0.2,2.6,2.3,-13,412.6,292.2,385.4,461.2,531.1,515.5,413.6,423.3,486.7
Lake View,6,103000,Weapons Violation,14,10,27,45,26,43,42,0,37,111,37,200,164.3,-11.9,0,13.6,9.7,26.2,43.7,25.2,41.7,40.8,35.9,35.9
Calumet Heights,48,13000,Aggravated Assault,38,30,48,46,56,47,51,4,49,154,51.3,34.2,28.9,-3.9,-4,292.3,230.8,369.2,353.8,430.8,361.5,392.3,376.9,394.6
Calumet Heights,48,13000,Aggravated Battery,42,52,62,41,41,60,44,5,45,145,48.3,4.8,7.1,2.3,-7,323.1,400,476.9,315.4,315.4,461.5,338.5,346.2,371.5
Calumet Heights,48,13000,Arson,5,2,3,3,3,4,3,0,3,10,3.3,-40,-40,0,-9,38.5,15.4,23.1,23.1,23.1,30.8,23.1,23.1,25.4
Calumet Heights,48,13000,Burglary,41,54,35,49,54,57,51,5,56,162,54,24.4,36.6,9.8,4,315.4,415.4,269.2,376.9,415.4,438.5,392.3,430.8,415.4
Calumet Heights,48,13000,Criminal Sexual Abuse,9,10,3,5,2,5,12,2,11,19,6.3,33.3,22.2,-8.3,75,69.2,76.9,23.1,38.5,15.4,38.5,92.3,84.6,48.5
Calumet Heights,48,13000,Criminal Sexual Assault,10,8,13,6,13,17,16,0,16,46,15.3,60,60,0,5,76.9,61.5,100,46.2,100,130.8,123.1,123.1,117.7
Calumet Heights,48,13000,Disorderly Conduct,24,7,3,5,3,1,3,0,2,7,2.3,-87.5,-91.7,-33.3,-13,184.6,53.8,23.1,38.5,23.1,7.7,23.1,15.4,17.7
Calumet Heights,48,13000,Drug Abuse,79,27,10,7,5,2,10,1,11,17,5.7,-87.3,-86.1,10,93,607.7,207.7,76.9,53.8,38.5,15.4,76.9,84.6,43.8
Calumet Heights,48,13000,Embezzlement,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,7.7,0,0,0,0,0
Calumet Heights,48,13000,Forgery & Counterfeiting,6,3,7,5,1,8,5,0,5,14,4.7,-16.7,-16.7,0,6,46.2,23.1,53.8,38.5,7.7,61.5,38.5,38.5,36.2
Calumet Heights,48,13000,Fraud,103,140,111,81,69,71,77,5,76,217,72.3,-25.2,-26.2,-1.3,5,792.3,1076.9,853.8,623.1,530.8,546.2,592.3,584.6,556.2
Calumet Heights,48,13000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Calumet Heights,48,13000,Human Trafficking,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,7.7,0
Calumet Heights,48,13000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Calumet Heights,48,13000,Liquor License,4,1,3,5,0,1,1,0,1,2,0.7,-75,-75,0,43,30.8,7.7,23.1,38.5,0,7.7,7.7,7.7,5.4
Calumet Heights,48,13000,Misc Non-Index Offense,168,130,108,123,106,135,100,10,102,341,113.7,-40.5,-39.3,2,-10,1292.3,1000,830.8,946.2,815.4,1038.5,769.2,784.6,874.6
Calumet Heights,48,13000,Motor Vehicle Theft,81,84,101,198,252,201,185,17,189,638,212.7,128.4,133.3,2.2,-11,623.1,646.2,776.9,1523.1,1938.5,1546.2,1423.1,1453.8,1636.2
Calumet Heights,48,13000,Murder,1,4,4,3,3,4,4,0,4,11,3.7,300,300,0,8,7.7,30.8,30.8,23.1,23.1,30.8,30.8,30.8,28.5
Calumet Heights,48,13000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Calumet Heights,48,13000,Offenses Against Family,10,6,3,6,4,2,2,0,2,8,2.7,-80,-80,0,-26,76.9,46.2,23.1,46.2,30.8,15.4,15.4,15.4,20.8
Calumet Heights,48,13000,Prostitution,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,23.1,0,0,0,0,0,0
Calumet Heights,48,13000,Robbery,40,85,93,96,107,44,24,4,26,175,58.3,-40,-35,8.3,-55,307.7,653.8,715.4,738.5,823.1,338.5,184.6,200,448.5
Calumet Heights,48,13000,Simple Assault,77,71,92,68,97,87,79,7,82,263,87.7,2.6,6.5,3.8,-6,592.3,546.2,707.7,523.1,746.2,669.2,607.7,630.8,674.6
Calumet Heights,48,13000,Simple Battery,219,146,178,134,167,148,176,11,172,491,163.7,-19.6,-21.5,-2.3,5,1684.6,1123.1,1369.2,1030.8,1284.6,1138.5,1353.8,1323.1,1259.2
Calumet Heights,48,13000,Stolen Property,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,7.7,0,0,0,2.3
Calumet Heights,48,13000,Theft,192,138,118,127,180,165,149,8,141,494,164.7,-22.4,-26.6,-5.4,-14,1476.9,1061.5,907.7,976.9,1384.6,1269.2,1146.2,1084.6,1266.9
Calumet Heights,48,13000,Theft Over $500,73,58,63,98,99,76,83,1,78,258,86,13.7,6.8,-6,-9,561.5,446.2,484.6,753.8,761.5,584.6,638.5,600,661.5
Calumet Heights,48,13000,Vandalism,154,179,162,168,206,154,210,13,211,570,190,36.4,37,0.5,11,1184.6,1376.9,1246.2,1292.3,1584.6,1184.6,1615.4,1623.1,1461.5
Calumet Heights,48,13000,Weapons Violation,57,56,103,62,73,56,36,3,37,165,55,-36.8,-35.1,2.8,-33,438.5,430.8,792.3,476.9,561.5,430.8,276.9,284.6,423.1
Roseland,49,39000,Aggravated Assault,170,240,231,219,227,227,184,12,178,638,212.7,8.2,4.7,-3.3,-16,435.9,615.4,592.3,561.5,582.1,582.1,471.8,456.4,545.4
Roseland,49,39000,Aggravated Battery,272,284,273,241,264,213,194,10,189,671,223.7,-28.7,-30.5,-2.6,-16,697.4,728.2,700,617.9,676.9,546.2,497.4,484.6,573.6
Roseland,49,39000,Arson,7,30,10,11,16,14,8,0,7,38,12.7,14.3,0,-12.5,-45,17.9,76.9,25.6,28.2,41,35.9,20.5,17.9,32.6
Roseland,49,39000,Burglary,226,274,206,192,170,158,168,6,160,496,165.3,-25.7,-29.2,-4.8,-3,579.5,702.6,528.2,492.3,435.9,405.1,430.8,410.3,423.8
Roseland,49,39000,Criminal Sexual Abuse,30,17,24,22,29,33,29,6,31,91,30.3,-3.3,3.3,6.9,2,76.9,43.6,61.5,56.4,74.4,84.6,74.4,79.5,77.7
Roseland,49,39000,Criminal Sexual Assault,44,37,40,44,46,44,41,2,38,131,43.7,-6.8,-13.6,-7.3,-13,112.8,94.9,102.6,112.8,117.9,112.8,105.1,97.4,112.1
Roseland,49,39000,Disorderly Conduct,88,47,18,30,32,37,74,11,79,143,47.7,-15.9,-10.2,6.8,66,225.6,120.5,46.2,76.9,82.1,94.9,189.7,202.6,122.3
Roseland,49,39000,Drug Abuse,279,142,82,78,90,98,128,19,139,316,105.3,-54.1,-50.2,8.6,32,715.4,364.1,210.3,200,230.8,251.3,328.2,356.4,270
Roseland,49,39000,Embezzlement,0,0,0,0,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,0,5.1,0,0,1.8
Roseland,49,39000,Forgery & Counterfeiting,23,13,20,20,19,18,10,1,10,47,15.7,-56.5,-56.5,0,-36,59,33.3,51.3,51.3,48.7,46.2,25.6,25.6,40.3
Roseland,49,39000,Fraud,358,409,353,295,259,241,258,23,257,758,252.7,-27.9,-28.2,-0.4,2,917.9,1048.7,905.1,756.4,664.1,617.9,661.5,659,647.9
Roseland,49,39000,Gambling,2,1,0,0,2,2,1,0,1,5,1.7,-50,-50,0,-41,5.1,2.6,0,0,5.1,5.1,2.6,2.6,4.4
Roseland,49,39000,Human Trafficking,1,0,0,0,0,1,1,0,1,2,0.7,0,0,0,43,2.6,0,0,0,0,2.6,2.6,2.6,1.8
Roseland,49,39000,Involuntary Manslaughter,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,2.6,0,0,0,0,0,0,0,0
Roseland,49,39000,Liquor License,2,1,3,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.1,2.6,7.7,0,0,0,0,0,0
Roseland,49,39000,Misc Non-Index Offense,923,568,533,508,548,610,665,61,656,1823,607.7,-28,-28.9,-1.4,8,2366.7,1456.4,1366.7,1302.6,1405.1,1564.1,1705.1,1682.1,1558.2
Roseland,49,39000,Motor Vehicle Theft,215,258,266,716,803,543,459,25,430,1805,601.7,113.5,100,-6.3,-29,551.3,661.5,682.1,1835.9,2059,1392.3,1176.9,1102.6,1542.8
Roseland,49,39000,Murder,27,22,26,28,22,24,18,2,18,64,21.3,-33.3,-33.3,0,-15,69.2,56.4,66.7,71.8,56.4,61.5,46.2,46.2,54.6
Roseland,49,39000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Roseland,49,39000,Offenses Against Family,41,26,31,33,27,22,21,2,20,70,23.3,-48.8,-51.2,-4.8,-14,105.1,66.7,79.5,84.6,69.2,56.4,53.8,51.3,59.7
Roseland,49,39000,Prostitution,50,18,1,0,4,27,8,0,5,39,13,-84,-90,-37.5,-62,128.2,46.2,2.6,0,10.3,69.2,20.5,12.8,33.3
Roseland,49,39000,Robbery,202,199,189,210,232,178,157,9,156,567,189,-22.3,-22.8,-0.6,-17,517.9,510.3,484.6,538.5,594.9,456.4,402.6,400,484.6
Roseland,49,39000,Simple Assault,400,406,407,391,390,392,367,26,374,1149,383,-8.2,-6.5,1.9,-2,1025.6,1041,1043.6,1002.6,1000,1005.1,941,959,982.1
Roseland,49,39000,Simple Battery,1118,965,850,869,902,858,844,68,832,2604,868,-24.5,-25.6,-1.4,-4,2866.7,2474.4,2179.5,2228.2,2312.8,2200,2164.1,2133.3,2225.6
Roseland,49,39000,Stolen Property,0,0,1,2,0,2,3,1,4,5,1.7,NA,NA,33.3,135,0,0,2.6,5.1,0,5.1,7.7,10.3,4.4
Roseland,49,39000,Theft,696,571,434,515,502,583,603,43,591,1688,562.7,-13.4,-15.1,-2,5,1784.6,1464.1,1112.8,1320.5,1287.2,1494.9,1546.2,1515.4,1442.8
Roseland,49,39000,Theft Over $500,277,215,216,323,311,283,224,16,216,818,272.7,-19.1,-22,-3.6,-21,710.3,551.3,553.8,828.2,797.4,725.6,574.4,553.8,699.2
Roseland,49,39000,Vandalism,829,913,768,821,858,785,662,43,634,2305,768.3,-20.1,-23.5,-4.2,-17,2125.6,2341,1969.2,2105.1,2200,2012.8,1697.4,1625.6,1970
Roseland,49,39000,Weapons Violation,273,342,414,390,358,242,151,15,154,751,250.3,-44.7,-43.6,2,-38,700,876.9,1061.5,1000,917.9,620.5,387.2,394.9,641.8
North Center,5,35000,Aggravated Assault,15,14,18,21,16,17,14,1,15,47,15.7,-6.7,0,7.1,-4,42.9,40,51.4,60,45.7,48.6,40,42.9,44.9
North Center,5,35000,Aggravated Battery,7,13,11,13,14,22,19,1,20,55,18.3,171.4,185.7,5.3,9,20,37.1,31.4,37.1,40,62.9,54.3,57.1,52.3
North Center,5,35000,Arson,3,5,0,1,2,1,1,0,1,4,1.3,-66.7,-66.7,0,-23,8.6,14.3,0,2.9,5.7,2.9,2.9,2.9,3.7
North Center,5,35000,Burglary,85,84,59,73,103,105,95,4,91,303,101,11.8,7.1,-4.2,-10,242.9,240,168.6,208.6,294.3,300,271.4,260,288.6
North Center,5,35000,Criminal Sexual Abuse,6,7,10,13,6,11,8,0,8,25,8.3,33.3,33.3,0,-4,17.1,20,28.6,37.1,17.1,31.4,22.9,22.9,23.7
North Center,5,35000,Criminal Sexual Assault,6,7,7,10,8,3,10,0,10,21,7,66.7,66.7,0,43,17.1,20,20,28.6,22.9,8.6,28.6,28.6,20
North Center,5,35000,Disorderly Conduct,5,8,3,2,5,4,4,0,4,13,4.3,-20,-20,0,-7,14.3,22.9,8.6,5.7,14.3,11.4,11.4,11.4,12.3
North Center,5,35000,Drug Abuse,12,8,3,6,4,3,14,1,12,21,7,16.7,0,-14.3,71,34.3,22.9,8.6,17.1,11.4,8.6,40,34.3,20
North Center,5,35000,Embezzlement,0,0,0,1,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,2.9,2.9,0,0,0,0.9
North Center,5,35000,Forgery & Counterfeiting,4,9,4,40,18,8,9,1,10,35,11.7,125,150,11.1,-15,11.4,25.7,11.4,114.3,51.4,22.9,25.7,28.6,33.4
North Center,5,35000,Fraud,187,221,163,151,143,174,134,15,139,451,150.3,-28.3,-25.7,3.7,-8,534.3,631.4,465.7,431.4,408.6,497.1,382.9,397.1,429.4
North Center,5,35000,Gambling,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,2.9,0,0,0,0,0,0,0,0
North Center,5,35000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
North Center,5,35000,Involuntary Manslaughter,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,2.9,0,0,0,0,0,0
North Center,5,35000,Liquor License,2,1,1,0,3,1,1,0,1,5,1.7,-50,-50,0,-41,5.7,2.9,2.9,0,8.6,2.9,2.9,2.9,4.9
North Center,5,35000,Misc Non-Index Offense,85,99,90,119,116,111,121,9,115,348,116,42.4,35.3,-5,-1,242.9,282.9,257.1,340,331.4,317.1,345.7,328.6,331.4
North Center,5,35000,Motor Vehicle Theft,48,46,37,99,146,129,84,10,86,359,119.7,75,79.2,2.4,-28,137.1,131.4,105.7,282.9,417.1,368.6,240,245.7,342
North Center,5,35000,Murder,1,2,1,0,0,0,1,0,1,1,0.3,0,0,0,233,2.9,5.7,2.9,0,0,0,2.9,2.9,0.9
North Center,5,35000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
North Center,5,35000,Offenses Against Family,5,3,3,3,4,1,3,0,3,8,2.7,-40,-40,0,11,14.3,8.6,8.6,8.6,11.4,2.9,8.6,8.6,7.7
North Center,5,35000,Prostitution,1,0,1,0,1,1,0,0,0,2,0.7,-100,-100,NA,-100,2.9,0,2.9,0,2.9,2.9,0,0,2
North Center,5,35000,Robbery,24,27,18,38,50,38,17,0,17,105,35,-29.2,-29.2,0,-51,68.6,77.1,51.4,108.6,142.9,108.6,48.6,48.6,100
North Center,5,35000,Simple Assault,58,50,53,47,60,56,69,10,74,185,61.7,19,27.6,7.2,20,165.7,142.9,151.4,134.3,171.4,160,197.1,211.4,176.3
North Center,5,35000,Simple Battery,110,88,101,128,153,129,106,15,114,388,129.3,-3.6,3.6,7.5,-12,314.3,251.4,288.6,365.7,437.1,368.6,302.9,325.7,369.4
North Center,5,35000,Stolen Property,0,11,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,31.4,0,0,0,0,2.9,2.9,0.9
North Center,5,35000,Theft,359,279,228,250,224,228,213,13,205,665,221.7,-40.7,-42.9,-3.8,-8,1025.7,797.1,651.4,714.3,640,651.4,608.6,585.7,633.4
North Center,5,35000,Theft Over $500,105,80,96,226,240,177,132,8,129,549,183,25.7,22.9,-2.3,-30,300,228.6,274.3,645.7,685.7,505.7,377.1,368.6,522.9
North Center,5,35000,Vandalism,142,90,108,133,174,159,172,10,177,505,168.3,21.1,24.6,2.9,5,405.7,257.1,308.6,380,497.1,454.3,491.4,505.7,480.9
North Center,5,35000,Weapons Violation,5,5,8,7,6,5,5,1,6,16,5.3,0,20,20,13,14.3,14.3,22.9,20,17.1,14.3,14.3,17.1,15.1
Pullman,50,7000,Aggravated Assault,25,23,39,29,39,40,36,1,33,115,38.3,44,32,-8.3,-14,357.1,328.6,557.1,414.3,557.1,571.4,514.3,471.4,547.1
Pullman,50,7000,Aggravated Battery,33,38,33,25,29,33,30,2,31,92,30.7,-9.1,-6.1,3.3,1,471.4,542.9,471.4,357.1,414.3,471.4,428.6,442.9,438.6
Pullman,50,7000,Arson,2,1,0,2,3,0,2,0,2,5,1.7,0,0,0,18,28.6,14.3,0,28.6,42.9,0,28.6,28.6,24.3
Pullman,50,7000,Burglary,45,33,34,31,15,27,23,2,24,65,21.7,-48.9,-46.7,4.3,11,642.9,471.4,485.7,442.9,214.3,385.7,328.6,342.9,310
Pullman,50,7000,Criminal Sexual Abuse,6,4,6,7,8,0,5,0,4,13,4.3,-16.7,-33.3,-20,-7,85.7,57.1,85.7,100,114.3,0,71.4,57.1,61.4
Pullman,50,7000,Criminal Sexual Assault,10,1,4,7,5,6,11,0,10,22,7.3,10,0,-9.1,37,142.9,14.3,57.1,100,71.4,85.7,157.1,142.9,104.3
Pullman,50,7000,Disorderly Conduct,11,7,6,4,10,9,12,0,12,31,10.3,9.1,9.1,0,17,157.1,100,85.7,57.1,142.9,128.6,171.4,171.4,147.1
Pullman,50,7000,Drug Abuse,31,14,13,5,6,12,10,2,11,28,9.3,-67.7,-64.5,10,18,442.9,200,185.7,71.4,85.7,171.4,142.9,157.1,132.9
Pullman,50,7000,Embezzlement,0,0,1,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,14.3,0,0,0,14.3,14.3,4.3
Pullman,50,7000,Forgery & Counterfeiting,4,1,3,1,2,6,2,0,1,10,3.3,-50,-75,-50,-70,57.1,14.3,42.9,14.3,28.6,85.7,28.6,14.3,47.1
Pullman,50,7000,Fraud,40,72,67,67,61,43,46,5,47,150,50,15,17.5,2.2,-6,571.4,1028.6,957.1,957.1,871.4,614.3,657.1,671.4,714.3
Pullman,50,7000,Gambling,2,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,28.6,0,0,0,0,0,0,0,0
Pullman,50,7000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Pullman,50,7000,Involuntary Manslaughter,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,14.3,0,0,0,0,0,0,0,0
Pullman,50,7000,Liquor License,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,14.3,0,0,0,0,0,0,0,0
Pullman,50,7000,Misc Non-Index Offense,171,118,92,115,102,108,148,12,152,358,119.3,-13.5,-11.1,2.7,27,2442.9,1685.7,1314.3,1642.9,1457.1,1542.9,2114.3,2171.4,1704.3
Pullman,50,7000,Motor Vehicle Theft,41,47,53,99,131,111,73,5,68,315,105,78,65.9,-6.8,-35,585.7,671.4,757.1,1414.3,1871.4,1585.7,1042.9,971.4,1500
Pullman,50,7000,Murder,3,3,6,4,0,5,0,0,0,5,1.7,-100,-100,NA,-100,42.9,42.9,85.7,57.1,0,71.4,0,0,24.3
Pullman,50,7000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Pullman,50,7000,Offenses Against Family,9,5,4,6,4,2,2,0,1,8,2.7,-77.8,-88.9,-50,-63,128.6,71.4,57.1,85.7,57.1,28.6,28.6,14.3,38.6
Pullman,50,7000,Prostitution,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Pullman,50,7000,Robbery,21,18,30,30,19,20,11,0,11,50,16.7,-47.6,-47.6,0,-34,300,257.1,428.6,428.6,271.4,285.7,157.1,157.1,238.6
